# node	type	degree
B5645	buyer	1
B5646	buyer	3
B5647	buyer	4
B5648	buyer	2
B5649	buyer	2
B5650	buyer	2
B5651	buyer	1
B5652	buyer	2
B5653	buyer	1
B5654	buyer	1
B5655	buyer	4
B5656	buyer	2
B5657	buyer	1
B5658	buyer	1
B5659	buyer	3
B5660	buyer	3
B5661	buyer	1
B5662	buyer	3
B5663	buyer	1
B5664	buyer	1
B5665	buyer	1
B5667	buyer	2
B5668	buyer	3
B5669	buyer	1
B5671	buyer	2
B5672	buyer	3
B5673	buyer	2
B5674	buyer	3
B5675	buyer	2
B5676	buyer	1
B5677	buyer	1
B5678	buyer	1
B5679	buyer	1
B5680	buyer	9
B5681	buyer	1
B5682	buyer	1
B5683	buyer	2
B5684	buyer	3
B5685	buyer	2
B5686	buyer	2
B5687	buyer	4
B5688	buyer	2
B5689	buyer	3
B5690	buyer	4
B5691	buyer	3
B5692	buyer	2
B5693	buyer	3
B5694	buyer	2
B5695	buyer	3
B5697	buyer	1
B5698	buyer	1
B5699	buyer	2
B57	buyer	3
B5700	buyer	5
B5701	buyer	1
B5702	buyer	3
B5703	buyer	2
B5704	buyer	1
B5705	buyer	2
B5706	buyer	1
B5708	buyer	1
B5709	buyer	4
B571	buyer	3
B5710	buyer	2
B5711	buyer	2
B5712	buyer	3
B5713	buyer	3
B5714	buyer	2
B5715	buyer	2
B5717	buyer	2
B5719	buyer	1
B5720	buyer	3
B5721	buyer	6
B5722	buyer	2
B5723	buyer	4
B5725	buyer	3
B5726	buyer	2
B5727	buyer	3
B5728	buyer	2
B5729	buyer	2
B573	buyer	3
B5730	buyer	2
B5731	buyer	1
B5732	buyer	1
B5733	buyer	1
B5734	buyer	1
B5735	buyer	3
B5736	buyer	3
B5737	buyer	4
B5738	buyer	2
B5739	buyer	1
B5740	buyer	2
B5741	buyer	12
B5742	buyer	3
B5744	buyer	1
B5745	buyer	1
B5746	buyer	1
B5747	buyer	1
B5748	buyer	2
B5749	buyer	1
B5750	buyer	2
B5751	buyer	2
B5752	buyer	2
B5753	buyer	1
B5754	buyer	3
B5755	buyer	2
B5756	buyer	2
B5757	buyer	2
B5758	buyer	2
B5759	buyer	1
B5761	buyer	1
B5762	buyer	2
B5763	buyer	1
B5764	buyer	3
B5765	buyer	2
B5767	buyer	2
B5768	buyer	2
B5769	buyer	2
B5770	buyer	2
B5771	buyer	1
B5772	buyer	2
B5773	buyer	2
B5774	buyer	4
B5776	buyer	1
B5777	buyer	1
B5778	buyer	2
B5779	buyer	2
B5780	buyer	1
B5781	buyer	1
B5782	buyer	5
B5783	buyer	12
B5784	buyer	4
B5785	buyer	1
B5786	buyer	2
B5787	buyer	5
B5788	buyer	3
B5789	buyer	4
B579	buyer	3
B5790	buyer	2
B5791	buyer	2
B5792	buyer	1
B5793	buyer	3
B5794	buyer	1
B5795	buyer	1
B5797	buyer	2
B5798	buyer	1
B5799	buyer	1
B58	buyer	1
B5800	buyer	1
B5801	buyer	1
B5802	buyer	3
B5803	buyer	2
B5804	buyer	1
B5805	buyer	3
B5806	buyer	1
B5807	buyer	1
B5808	buyer	10
B5809	buyer	5
B5810	buyer	1
B5811	buyer	2
B5812	buyer	2
B5813	buyer	1
B5814	buyer	2
B5815	buyer	1
B5816	buyer	1
B5817	buyer	10
B5818	buyer	1
B5819	buyer	2
B5820	buyer	3
B5821	buyer	2
B5822	buyer	6
B5823	buyer	2
B5824	buyer	2
B5825	buyer	1
B5826	buyer	2
B5827	buyer	1
B5828	buyer	1
B5829	buyer	3
B583	buyer	6
B5830	buyer	2
B5831	buyer	2
B5832	buyer	1
B5833	buyer	7
B5834	buyer	2
B5835	buyer	1
B5836	buyer	6
B5837	buyer	2
B5838	buyer	5
B5839	buyer	2
B5840	buyer	2
B5841	buyer	1
B5844	buyer	2
B5845	buyer	3
B5846	buyer	4
B5847	buyer	2
B5848	buyer	2
B5850	buyer	1
B5851	buyer	1
B5852	buyer	1
B5853	buyer	7
B5854	buyer	1
B5855	buyer	1
B5856	buyer	2
B5857	buyer	1
B5858	buyer	3
B5859	buyer	3
B5860	buyer	2
B5861	buyer	2
B5862	buyer	4
B5863	buyer	1
B5864	buyer	6
B5865	buyer	2
B5866	buyer	1
B5867	buyer	2
B5868	buyer	2
B5869	buyer	1
B587	buyer	9
B5870	buyer	2
B5872	buyer	3
B5873	buyer	2
B5874	buyer	2
B5875	buyer	5
B5876	buyer	2
B5877	buyer	2
B5878	buyer	1
B5879	buyer	1
B5880	buyer	1
B5881	buyer	3
B5883	buyer	1
B5884	buyer	1
B5885	buyer	1
B5886	buyer	5
B5887	buyer	1
B5888	buyer	1
B5889	buyer	2
B5890	buyer	2
B5891	buyer	1
B5892	buyer	1
B5893	buyer	2
B5894	buyer	1
B5895	buyer	2
B5896	buyer	3
B5897	buyer	2
B5898	buyer	1
B5899	buyer	2
B59	buyer	6
B5900	buyer	2
B5901	buyer	1
B5903	buyer	8
B5904	buyer	2
B5905	buyer	3
B5906	buyer	1
B5907	buyer	2
B5908	buyer	3
B5909	buyer	1
B5910	buyer	2
B5911	buyer	1
B5912	buyer	1
B5913	buyer	4
B5914	buyer	2
B5915	buyer	1
B5916	buyer	6
B5917	buyer	3
B5918	buyer	1
B5919	buyer	2
B592	buyer	1
B5920	buyer	2
B5921	buyer	2
B5922	buyer	1
B5923	buyer	2
B5924	buyer	2
B5925	buyer	3
B5926	buyer	1
B5927	buyer	1
B5928	buyer	1
B5929	buyer	3
B593	buyer	2
B5930	buyer	1
B5931	buyer	2
B5932	buyer	2
B5933	buyer	7
B5935	buyer	1
B5937	buyer	2
B5938	buyer	1
B5939	buyer	5
B594	buyer	5
B5940	buyer	1
B5941	buyer	1
B5942	buyer	3
B5943	buyer	1
B5944	buyer	1
B5945	buyer	1
B5946	buyer	1
B5947	buyer	1
B5948	buyer	1
B595	buyer	5
B5950	buyer	1
B5951	buyer	3
B5952	buyer	3
B5953	buyer	1
B5954	buyer	4
B5955	buyer	3
B5956	buyer	3
B5958	buyer	1
B5959	buyer	2
B5960	buyer	2
B5962	buyer	2
B5963	buyer	6
B5964	buyer	1
B5965	buyer	1
B5966	buyer	1
B5967	buyer	2
B5968	buyer	1
B5969	buyer	2
B597	buyer	1
B5970	buyer	2
B5971	buyer	2
B5972	buyer	2
B5973	buyer	3
B5974	buyer	1
B5975	buyer	2
B5976	buyer	1
B5977	buyer	1
B5978	buyer	1
B5979	buyer	4
B5980	buyer	4
B5981	buyer	1
B5982	buyer	5
B5983	buyer	3
B5984	buyer	4
B5985	buyer	2
B5986	buyer	1
B5987	buyer	1
B5988	buyer	1
B5989	buyer	3
B5990	buyer	2
B5991	buyer	1
B5992	buyer	4
B5993	buyer	2
B5994	buyer	2
B5995	buyer	2
B5996	buyer	7
B5997	buyer	2
B5998	buyer	1
B5999	buyer	2
B600	buyer	1
B6000	buyer	2
B6001	buyer	2
B6002	buyer	2
B6003	buyer	3
B6004	buyer	2
B6005	buyer	3
B6006	buyer	2
B6007	buyer	6
B6008	buyer	1
B6009	buyer	2
B6010	buyer	1
B6011	buyer	1
B6012	buyer	1
B6013	buyer	2
B6014	buyer	2
B6015	buyer	2
B6016	buyer	3
B6017	buyer	3
B6018	buyer	1
B6019	buyer	2
B6021	buyer	3
B6022	buyer	1
B6023	buyer	5
B6024	buyer	1
B6025	buyer	1
B6026	buyer	2
B6027	buyer	2
B6028	buyer	2
B6029	buyer	6
B6030	buyer	1
B6031	buyer	1
B6032	buyer	1
B6033	buyer	1
B6035	buyer	4
B6036	buyer	1
B6037	buyer	1
B6038	buyer	1
B604	buyer	5
B6040	buyer	3
B6041	buyer	1
B6042	buyer	1
B6043	buyer	1
B6045	buyer	1
B6046	buyer	1
B6047	buyer	1
B6048	buyer	3
B6049	buyer	2
B6050	buyer	2
B6052	buyer	2
B6053	buyer	1
B6054	buyer	1
B6055	buyer	3
B6056	buyer	2
B6057	buyer	1
B6058	buyer	2
B6059	buyer	5
B6060	buyer	1
B6061	buyer	2
B6062	buyer	1
B6063	buyer	4
B6064	buyer	1
B6065	buyer	1
B6066	buyer	1
B6067	buyer	2
B6068	buyer	3
B6069	buyer	1
B6070	buyer	8
B6071	buyer	12
B6072	buyer	2
B6073	buyer	1
B6074	buyer	5
B6075	buyer	4
B6076	buyer	3
B6077	buyer	2
B6078	buyer	1
B6079	buyer	2
B608	buyer	2
B6080	buyer	3
B6081	buyer	2
B6082	buyer	2
B6083	buyer	2
B6084	buyer	3
B6085	buyer	1
B6086	buyer	3
B6087	buyer	2
B6088	buyer	1
B6089	buyer	3
B6090	buyer	3
B6091	buyer	2
B6092	buyer	1
B6093	buyer	2
B6094	buyer	1
B6095	buyer	1
B6096	buyer	1
B6097	buyer	1
B6098	buyer	2
B6100	buyer	3
B6101	buyer	1
B6102	buyer	6
B6104	buyer	6
B6105	buyer	2
B6106	buyer	3
B6107	buyer	4
B6108	buyer	2
B6109	buyer	2
B6110	buyer	2
B6111	buyer	2
B6112	buyer	2
B6113	buyer	1
B6114	buyer	4
B6115	buyer	2
B6116	buyer	1
B6117	buyer	1
B6118	buyer	1
B6119	buyer	4
B612	buyer	3
B6121	buyer	1
B6122	buyer	3
B6123	buyer	2
B6124	buyer	2
B6125	buyer	3
B6126	buyer	2
B6127	buyer	5
B6128	buyer	2
B6129	buyer	1
B613	buyer	3
B6131	buyer	2
B6132	buyer	3
B6133	buyer	1
B6134	buyer	2
B6135	buyer	1
B6136	buyer	1
B6137	buyer	2
B6138	buyer	4
B6139	buyer	1
B6140	buyer	3
B6141	buyer	2
B6142	buyer	3
B6143	buyer	1
B6144	buyer	2
B6145	buyer	3
B6146	buyer	5
B6147	buyer	2
B6148	buyer	1
B6149	buyer	3
B6150	buyer	2
B6152	buyer	1
B6153	buyer	3
B6154	buyer	2
B6155	buyer	3
B6156	buyer	4
B6157	buyer	1
B6158	buyer	1
B6159	buyer	1
B6160	buyer	1
B6161	buyer	4
B6162	buyer	1
B6163	buyer	5
B6164	buyer	1
B6165	buyer	1
B6166	buyer	3
B6167	buyer	4
B6168	buyer	1
B6169	buyer	2
B617	buyer	27
B6170	buyer	1
B6172	buyer	2
B6173	buyer	1
B6175	buyer	2
B6176	buyer	1
B6177	buyer	1
B6178	buyer	1
B6179	buyer	2
B6180	buyer	4
B6181	buyer	3
B6182	buyer	1
B6183	buyer	1
B6184	buyer	1
B6185	buyer	1
B6186	buyer	1
B6187	buyer	1
B6188	buyer	1
B6189	buyer	1
B6190	buyer	3
B6191	buyer	8
B6192	buyer	11
B6193	buyer	1
B6194	buyer	1
B6195	buyer	1
B6196	buyer	1
B6197	buyer	1
B6198	buyer	1
B6199	buyer	11
B6200	buyer	2
B6201	buyer	2
B6202	buyer	2
B6203	buyer	2
B6204	buyer	1
B6205	buyer	1
B6206	buyer	1
B6207	buyer	2
B6208	buyer	4
B6209	buyer	1
B621	buyer	1
B6210	buyer	1
B6211	buyer	2
B6212	buyer	2
B6214	buyer	1
B6215	buyer	3
B6216	buyer	2
B6217	buyer	2
B6218	buyer	2
B6220	buyer	2
B6221	buyer	1
B6222	buyer	2
B6223	buyer	1
B6224	buyer	2
B6225	buyer	3
B6226	buyer	2
B6227	buyer	1
B6229	buyer	1
B6230	buyer	1
B6231	buyer	1
B6232	buyer	2
B6233	buyer	1
B6234	buyer	1
B6235	buyer	2
B6236	buyer	2
B6237	buyer	1
B6239	buyer	1
B624	buyer	10
B6240	buyer	2
B6242	buyer	2
B6243	buyer	1
B6244	buyer	1
B6245	buyer	1
B6246	buyer	3
B6247	buyer	1
B6248	buyer	1
B6249	buyer	2
B625	buyer	10
B6250	buyer	3
B6251	buyer	1
B6252	buyer	1
B6253	buyer	10
B6254	buyer	1
B6255	buyer	1
B6256	buyer	1
B6257	buyer	1
B6258	buyer	2
B6259	buyer	1
B6260	buyer	1
B6261	buyer	1
B6262	buyer	1
B6263	buyer	1
B6264	buyer	2
B6265	buyer	1
B6266	buyer	1
B6267	buyer	1
B6268	buyer	1
B6269	buyer	4
B627	buyer	2
B6270	buyer	5
B6271	buyer	2
B6272	buyer	1
B6273	buyer	2
B6274	buyer	2
B6275	buyer	1
B6276	buyer	1
B6277	buyer	1
B6278	buyer	1
B6279	buyer	1
B628	buyer	4
B6280	buyer	2
B6281	buyer	1
B6282	buyer	9
B6283	buyer	1
B6284	buyer	2
B6285	buyer	1
B6286	buyer	2
B6287	buyer	1
B6288	buyer	2
B6289	buyer	1
B6290	buyer	1
B6291	buyer	1
B6292	buyer	2
B6293	buyer	5
B6294	buyer	2
B6295	buyer	1
B6296	buyer	5
B6297	buyer	1
B6298	buyer	2
B6299	buyer	1
B6300	buyer	1
B6301	buyer	1
B6302	buyer	1
B6303	buyer	1
B6304	buyer	1
B6305	buyer	2
B6306	buyer	1
B6307	buyer	5
B6308	buyer	6
B6309	buyer	3
B6310	buyer	1
B6311	buyer	2
B6312	buyer	1
B6313	buyer	1
B6314	buyer	1
B6315	buyer	1
B6316	buyer	2
B6318	buyer	1
B6319	buyer	1
B6320	buyer	1
B6321	buyer	1
B6322	buyer	6
B6323	buyer	4
B6324	buyer	1
B6325	buyer	2
B6326	buyer	3
B6327	buyer	1
B6328	buyer	1
B6329	buyer	1
B633	buyer	7
B6330	buyer	2
B6331	buyer	2
B6332	buyer	3
B6333	buyer	1
B6334	buyer	12
B6335	buyer	2
B6336	buyer	6
B6338	buyer	2
B6339	buyer	4
B634	buyer	1
B6340	buyer	2
B6341	buyer	2
B6342	buyer	1
B6343	buyer	3
B6344	buyer	3
B6346	buyer	2
B6347	buyer	1
B6348	buyer	1
B6349	buyer	3
B6350	buyer	1
B6351	buyer	2
B6352	buyer	1
B6353	buyer	2
B6354	buyer	2
B6355	buyer	1
B6356	buyer	1
B6357	buyer	1
B6358	buyer	1
B6359	buyer	1
B6360	buyer	1
B6361	buyer	2
B6362	buyer	2
B6363	buyer	1
B6364	buyer	2
B6365	buyer	1
B6366	buyer	2
B6367	buyer	2
B6368	buyer	1
B6369	buyer	2
B637	buyer	3
B6370	buyer	2
B6371	buyer	1
B6372	buyer	2
B6373	buyer	3
B6374	buyer	1
B6375	buyer	2
B6377	buyer	2
B6378	buyer	1
B6379	buyer	2
B638	buyer	1
B6380	buyer	1
B6381	buyer	4
B6382	buyer	3
B6383	buyer	1
B6384	buyer	2
B6385	buyer	3
B6386	buyer	2
B6387	buyer	2
B6388	buyer	2
B6389	buyer	1
B6390	buyer	4
B6391	buyer	2
B6392	buyer	3
B6393	buyer	1
B6394	buyer	3
B6395	buyer	1
B6396	buyer	2
B6397	buyer	4
B6398	buyer	2
B6399	buyer	2
B64	buyer	7
B6401	buyer	2
B6402	buyer	1
B6403	buyer	1
B6404	buyer	1
B6405	buyer	1
B6406	buyer	2
B6407	buyer	3
B6408	buyer	1
B6409	buyer	1
B6412	buyer	2
B6413	buyer	1
B6414	buyer	3
B6415	buyer	3
B6416	buyer	4
B6417	buyer	2
B6418	buyer	3
B6419	buyer	7
B6420	buyer	1
B6421	buyer	1
B6422	buyer	2
B6423	buyer	1
B6424	buyer	2
B6425	buyer	1
B6426	buyer	2
B6427	buyer	1
B6428	buyer	2
B6429	buyer	1
B6430	buyer	1
B6431	buyer	1
B6432	buyer	1
B6433	buyer	1
B6434	buyer	4
B6435	buyer	1
B6436	buyer	1
B6437	buyer	1
B6439	buyer	4
B6440	buyer	2
B6441	buyer	3
B6442	buyer	1
B6443	buyer	1
B6444	buyer	1
B6445	buyer	1
B6446	buyer	4
B6447	buyer	1
B6448	buyer	2
B6449	buyer	1
B6450	buyer	2
B6451	buyer	4
B6452	buyer	1
B6453	buyer	1
B6454	buyer	2
B6455	buyer	3
B6456	buyer	2
B6457	buyer	1
B6458	buyer	5
B6459	buyer	2
B6460	buyer	3
B6461	buyer	2
B6463	buyer	1
B6464	buyer	1
B6466	buyer	2
B6467	buyer	1
B6468	buyer	1
B6469	buyer	1
B647	buyer	8
B6470	buyer	1
B6471	buyer	2
B6472	buyer	2
B6473	buyer	3
B6474	buyer	1
B6475	buyer	1
B6476	buyer	1
B6477	buyer	1
B6478	buyer	2
B6479	buyer	1
B6480	buyer	2
B6481	buyer	1
B65	buyer	5
B650	buyer	3
B664	buyer	2
B665	buyer	2
B667	buyer	9
B669	buyer	2
B672	buyer	2
B674	buyer	2
B680	buyer	2
B683	buyer	3
B689	buyer	8
B701	buyer	6
B705	buyer	1
B706	buyer	15
B708	buyer	2
B709	buyer	1
B711	buyer	7
B713	buyer	2
B714	buyer	2
B715	buyer	4
B72	buyer	3
B723	buyer	2
B724	buyer	4
B727	buyer	1
B737	buyer	1
B739	buyer	2
B741	buyer	2
B744	buyer	2
B745	buyer	1
B748	buyer	1
B75	buyer	2
B750	buyer	1
B751	buyer	10
B757	buyer	1
B76	buyer	1
B760	buyer	2
B762	buyer	5
B765	buyer	1
B770	buyer	2
B772	buyer	5
B774	buyer	7
B778	buyer	4
B783	buyer	5
B785	buyer	15
B787	buyer	2
B789	buyer	2
B790	buyer	6
B797	buyer	5
B801	buyer	4
B802	buyer	7
B805	buyer	2
B807	buyer	2
B813	buyer	15
B822	buyer	1
B829	buyer	1
B832	buyer	18
B833	buyer	3
B836	buyer	1
B844	buyer	1
B847	buyer	1
B849	buyer	1
B85	buyer	2
B851	buyer	14
B854	buyer	6
B856	buyer	5
B857	buyer	5
B859	buyer	2
B86	buyer	5
B870	buyer	15
B872	buyer	2
B874	buyer	2
B880	buyer	3
B881	buyer	6
B883	buyer	2
B884	buyer	6
B891	buyer	3
B892	buyer	1
B894	buyer	2
B895	buyer	4
B9	buyer	5
B90	buyer	4
B907	buyer	4
B908	buyer	4
B91	buyer	8
B910	buyer	10
B911	buyer	6
B915	buyer	1
B917	buyer	3
B92	buyer	3
B923	buyer	12
B924	buyer	11
B929	buyer	4
B930	buyer	1
B933	buyer	3
B934	buyer	1
B935	buyer	5
B947	buyer	1
B951	buyer	1
B957	buyer	4
B960	buyer	2
B962	buyer	1
B965	buyer	5
B966	buyer	3
B967	buyer	3
B97	buyer	6
B971	buyer	12
B977	buyer	1
B98	buyer	7
B980	buyer	1
B981	buyer	2
B982	buyer	2
B987	buyer	3
B989	buyer	18
B990	buyer	2
B998	buyer	2
E1	escort	3
E10	escort	1
E1002	escort	3
E1005	escort	5
E1011	escort	29
E1014	escort	9
E1015	escort	2
E1016	escort	4
E1018	escort	2
E1022	escort	21
E1030	escort	19
E1033	escort	1
E1034	escort	4
E1035	escort	10
E1038	escort	2
E1039	escort	5
E104	escort	1
E1040	escort	2
E1042	escort	1
E1047	escort	1
E105	escort	1
E1050	escort	4
E1052	escort	4
E1059	escort	6
E1060	escort	8
E1061	escort	37
E1063	escort	1
E1067	escort	3
E1071	escort	7
E1072	escort	17
E1076	escort	5
E1079	escort	6
E1080	escort	1
E1083	escort	33
E1084	escort	3
E1090	escort	3
E1091	escort	6
E1094	escort	8
E1095	escort	2
E1097	escort	1
E1098	escort	4
E11	escort	112
E110	escort	5
E111	escort	2
E1111	escort	4
E1112	escort	10
E1116	escort	2
E1119	escort	5
E1121	escort	2
E1124	escort	1
E1125	escort	7
E1131	escort	2
E1133	escort	1
E1137	escort	7
E1139	escort	1
E1142	escort	2
E1144	escort	1
E1147	escort	2
E115	escort	1
E1150	escort	1
E1152	escort	8
E1153	escort	2
E1156	escort	1
E1163	escort	4
E1164	escort	1
E1166	escort	1
E1167	escort	5
E117	escort	7
E1173	escort	8
E1181	escort	7
E119	escort	6
E1197	escort	46
E12	escort	21
E120	escort	8
E1204	escort	3
E1208	escort	2
E1213	escort	5
E1214	escort	1
E1217	escort	13
E1218	escort	2
E122	escort	3
E1225	escort	2
E123	escort	4
E1231	escort	1
E1234	escort	1
E1235	escort	1
E1239	escort	3
E124	escort	1
E1242	escort	9
E1248	escort	4
E125	escort	3
E1254	escort	25
E1255	escort	5
E126	escort	1
E1261	escort	1
E1262	escort	1
E1268	escort	5
E1269	escort	2
E127	escort	7
E1272	escort	1
E1273	escort	7
E1277	escort	5
E1281	escort	1
E1283	escort	4
E1285	escort	1
E1286	escort	5
E1292	escort	2
E1295	escort	1
E1299	escort	1
E13	escort	1
E130	escort	5
E1300	escort	2
E1305	escort	3
E1317	escort	2
E1318	escort	3
E1327	escort	7
E1328	escort	5
E133	escort	6
E1330	escort	15
E1332	escort	11
E1333	escort	1
E1334	escort	3
E1335	escort	3
E1339	escort	5
E1340	escort	32
E1342	escort	1
E1343	escort	1
E1344	escort	2
E1345	escort	53
E135	escort	2
E1350	escort	1
E1353	escort	16
E1357	escort	8
E1359	escort	1
E136	escort	4
E1362	escort	1
E1366	escort	19
E1368	escort	1
E137	escort	4
E1370	escort	1
E1371	escort	3
E1379	escort	1
E1386	escort	2
E139	escort	4
E1390	escort	15
E1391	escort	14
E1398	escort	2
E1399	escort	1
E14	escort	4
E1402	escort	5
E1405	escort	2
E1408	escort	8
E1414	escort	5
E1416	escort	1
E1421	escort	4
E1423	escort	1
E1425	escort	1
E1426	escort	42
E1429	escort	1
E143	escort	4
E1430	escort	2
E1434	escort	20
E1436	escort	2
E1438	escort	8
E144	escort	15
E1442	escort	1
E1443	escort	145
E1445	escort	13
E1448	escort	2
E145	escort	2
E1453	escort	2
E1459	escort	1
E146	escort	2
E1462	escort	44
E1467	escort	1
E1469	escort	13
E1475	escort	2
E1479	escort	16
E1483	escort	4
E1488	escort	1
E1492	escort	1
E1493	escort	1
E1495	escort	4
E1496	escort	6
E15	escort	1
E150	escort	6
E1500	escort	16
E1503	escort	19
E1504	escort	3
E1505	escort	5
E1509	escort	2
E1515	escort	2
E1516	escort	1
E1518	escort	18
E1520	escort	20
E1524	escort	2
E1528	escort	1
E1529	escort	2
E1530	escort	17
E1531	escort	3
E1540	escort	1
E1543	escort	4
E1546	escort	10
E1550	escort	2
E1555	escort	1
E156	escort	8
E1560	escort	3
E1565	escort	84
E157	escort	2
E1571	escort	1
E1575	escort	9
E1576	escort	18
E1577	escort	29
E158	escort	3
E1580	escort	1
E1582	escort	6
E1584	escort	4
E1585	escort	35
E1589	escort	2
E159	escort	3
E1594	escort	2
E1596	escort	11
E16	escort	1
E1601	escort	5
E1603	escort	2
E1612	escort	5
E1613	escort	9
E1618	escort	6
E1619	escort	32
E1623	escort	11
E1635	escort	13
E1639	escort	2
E164	escort	1
E1649	escort	1
E1659	escort	1
E1660	escort	2
E1661	escort	35
E1662	escort	2
E1663	escort	2
E1664	escort	1
E1666	escort	1
E1667	escort	1
E1668	escort	1
E167	escort	8
E1670	escort	5
E1671	escort	4
E1677	escort	2
E1688	escort	7
E1689	escort	7
E1690	escort	2
E1698	escort	23
E1703	escort	2
E1705	escort	3
E171	escort	4
E1713	escort	12
E1715	escort	2
E1718	escort	2
E1719	escort	5
E172	escort	2
E1720	escort	1
E1721	escort	9
E1723	escort	1
E1724	escort	3
E173	escort	1
E1731	escort	18
E1732	escort	4
E1745	escort	4
E1746	escort	2
E1748	escort	14
E1751	escort	4
E1752	escort	11
E1755	escort	3
E1757	escort	10
E1760	escort	4
E1764	escort	9
E1765	escort	1
E1769	escort	1
E1770	escort	5
E1771	escort	18
E1773	escort	3
E1776	escort	21
E1783	escort	9
E1786	escort	3
E1787	escort	2
E1795	escort	20
E1797	escort	5
E1798	escort	2
E1803	escort	2
E1804	escort	7
E1805	escort	9
E1806	escort	2
E181	escort	4
E1811	escort	18
E1815	escort	4
E1818	escort	1
E1820	escort	11
E1822	escort	11
E1824	escort	90
E1827	escort	5
E1833	escort	6
E1835	escort	9
E1836	escort	2
E1837	escort	2
E1838	escort	18
E1844	escort	2
E1846	escort	3
E185	escort	3
E1854	escort	3
E1855	escort	2
E1856	escort	2
E1857	escort	2
E1858	escort	18
E186	escort	2
E1870	escort	1
E1874	escort	20
E1876	escort	10
E1877	escort	8
E1881	escort	4
E1883	escort	11
E1884	escort	6
E1889	escort	6
E189	escort	1
E1897	escort	1
E1898	escort	4
E1902	escort	1
E1905	escort	3
E1906	escort	1
E1914	escort	1
E1916	escort	23
E1919	escort	1
E1921	escort	14
E1925	escort	1
E1929	escort	4
E193	escort	14
E1930	escort	3
E1931	escort	1
E1935	escort	1
E1939	escort	1
E194	escort	1
E1952	escort	8
E1956	escort	1
E1961	escort	5
E1962	escort	7
E1963	escort	5
E1965	escort	2
E1967	escort	9
E1968	escort	6
E1970	escort	11
E1977	escort	1
E1978	escort	5
E1979	escort	2
E1980	escort	6
E1981	escort	1
E1983	escort	8
E1985	escort	3
E1989	escort	9
E199	escort	3
E1990	escort	8
E1996	escort	2
E1997	escort	7
E2	escort	2
E2000	escort	1
E2001	escort	8
E2006	escort	4
E2009	escort	1
E2011	escort	1
E2013	escort	3
E2015	escort	2
E2016	escort	5
E2018	escort	2
E2023	escort	1
E2025	escort	11
E2026	escort	1
E2029	escort	2
E203	escort	1
E2031	escort	2
E2032	escort	1
E2035	escort	65
E2037	escort	3
E2041	escort	3
E2042	escort	3
E2045	escort	1
E2046	escort	5
E2052	escort	31
E2053	escort	2
E2055	escort	7
E2056	escort	1
E2060	escort	2
E2062	escort	8
E2063	escort	2
E2065	escort	1
E2068	escort	1
E2069	escort	4
E207	escort	9
E2070	escort	45
E2072	escort	16
E2073	escort	3
E2074	escort	9
E2078	escort	8
E2080	escort	2
E2086	escort	26
E2089	escort	3
E2090	escort	1
E2092	escort	1
E2097	escort	2
E2098	escort	5
E21	escort	3
E2101	escort	3
E2102	escort	1
E2104	escort	23
E2105	escort	17
E2106	escort	12
E2107	escort	2
E2108	escort	3
E2109	escort	3
E2112	escort	1
E2113	escort	2
E2114	escort	4
E2115	escort	9
E2116	escort	4
E2117	escort	1
E2118	escort	1
E212	escort	5
E2121	escort	2
E2122	escort	1
E2123	escort	6
E2125	escort	1
E2126	escort	3
E2127	escort	2
E2128	escort	33
E2129	escort	1
E2130	escort	1
E2131	escort	1
E2133	escort	2
E2134	escort	3
E2135	escort	83
E2136	escort	3
E2137	escort	2
E2138	escort	4
E2139	escort	1
E214	escort	5
E2140	escort	2
E2141	escort	3
E2142	escort	1
E2143	escort	2
E2144	escort	1
E2145	escort	2
E2146	escort	4
E2147	escort	2
E2148	escort	2
E2149	escort	5
E215	escort	2
E2150	escort	3
E2151	escort	1
E2152	escort	3
E2154	escort	1
E2155	escort	2
E2157	escort	2
E2159	escort	3
E216	escort	1
E2161	escort	1
E2163	escort	5
E2164	escort	21
E2165	escort	2
E2166	escort	4
E2167	escort	40
E2169	escort	2
E217	escort	6
E2170	escort	7
E2171	escort	18
E2172	escort	1
E2173	escort	10
E2175	escort	2
E2176	escort	1
E2177	escort	2
E2178	escort	1
E2179	escort	1
E2180	escort	2
E2181	escort	2
E2182	escort	5
E2183	escort	12
E2184	escort	2
E2185	escort	1
E2186	escort	1
E2187	escort	5
E2188	escort	3
E2190	escort	1
E2192	escort	6
E2193	escort	2
E2194	escort	3
E2195	escort	1
E2196	escort	1
E2197	escort	1
E2198	escort	5
E2199	escort	1
E22	escort	10
E220	escort	3
E2200	escort	1
E2201	escort	3
E2202	escort	3
E2203	escort	2
E2204	escort	29
E2205	escort	3
E2207	escort	4
E2208	escort	1
E2210	escort	3
E2211	escort	2
E2212	escort	5
E2213	escort	1
E2214	escort	4
E2215	escort	9
E2216	escort	1
E2220	escort	1
E2221	escort	1
E2222	escort	4
E2223	escort	9
E2224	escort	11
E2225	escort	1
E2226	escort	2
E2228	escort	9
E2229	escort	22
E2230	escort	1
E2231	escort	2
E2232	escort	1
E2233	escort	1
E2234	escort	4
E2235	escort	2
E2236	escort	2
E2237	escort	3
E2238	escort	2
E2239	escort	5
E2240	escort	1
E2241	escort	2
E2242	escort	4
E2243	escort	1
E2244	escort	1
E2245	escort	4
E2246	escort	1
E2247	escort	1
E2248	escort	1
E2249	escort	2
